,Neighborhood,Year,Population
2889,New York City,2021,8467513.0
2890,Battery Park/Tribeca,2022,68418.0
2891,Greenwich Village,2022,80684.0
2892,Lower East Side,2022,141787.0
2893,Chelsea/Clinton,2022,112582.0
2894,Midtown Business District,2022,52570.0
2895,Murray Hill/Stuyvesant,2022,128627.0
2896,Upper West Side,2022,226989.0
2897,Upper East Side,2022,206975.0
2898,Manhattanville,2022,105801.0
2899,Central Harlem,2022,138953.0
2900,East Harlem,2022,128317.0
2901,Washington Heights,2022,202678.0
2902,Mott Haven,2022,92593.0
2903,Hunts Point,2022,49956.0
2904,Morrisania,2022,87757.0
2905,Concourse/Highbridge,2022,139747.0
2906,University Heights,2022,114828.0
2907,East Tremont,2022,83508.0
2908,Bedford Park,2022,132380.0
2909,Riverdale,2022,87280.0
2910,Unionport/Soundview,2022,184743.0
2911,Throgs Neck,2022,136930.0
2912,Pelham Parkway,2022,114874.0
2913,Williamsbridge,2022,153790.0
2914,Williamsburg/Greenpoint,2022,186944.0
2915,Fort Greene/Brooklyn Hts,2022,135987.0
2916,Bedford Stuyvesant,2022,166380.0
2917,Bushwick,2022,94423.0
2918,East New York,2022,200828.0
2919,Park Slope,2022,107930.0
2920,Sunset Park,2022,129890.0
2921,Crown Heights North,2022,107419.0
2922,Crown Heights South,2022,94109.0
2923,Bay Ridge,2022,116696.0
2924,Bensonhurst,2022,184415.0
2925,Borough Park,2022,191368.0
2926,Coney Island,2022,119482.0
2927,Flatbush/Midwood,2022,152340.0
2928,Sheepshead Bay,2022,151970.0
2929,Brownsville,2022,99827.0
2930,East Flatbush,2022,160620.0
2931,Canarsie,2022,189888.0
2932,Astoria,2022,177115.0
2933,Sunnyside/Woodside,2022,125926.0
2934,Jackson Heights,2022,162686.0
2935,Elmhurst/Corona,2022,160534.0
2936,Ridgewood/Glendale,2022,175992.0
2937,Rego Park/Forest Hills,2022,128592.0
2938,Flushing,2022,246851.0
2939,Fresh Meadows/Briarwood,2022,148045.0
2940,Woodhaven,2022,136313.0
2941,Howard Beach,2022,129072.0
2942,Bayside,2022,118293.0
2943,Jamaica/St. Albans,2022,248158.0
2944,Queens Village,2022,193823.0
2945,The Rockaways,2022,126629.0
2946,St. George,2022,184556.0
2947,South Beach,2022,145506.0
2948,Tottenville,2022,161071.0
2949,Bronx,2022,1379946.0
2950,Brooklyn,2022,2590516.0
2951,Manhattan,2022,1596273.0
2952,Queens,2022,2278029.0
2953,Staten Island,2022,491133.0
2954,New York City,2022,8335897.0
