Zipcode,Year,Data Format,Evictions,ZIPCODE,UHFNAME,BOROUGH
10001,2017,Number,46.0,10001,Chelsea - Clinton,Manhattan
10002,2017,Number,77.0,10002,Union Square - Lower East Side,Manhattan
10003,2017,Number,42.0,10003,Union Square - Lower East Side,Manhattan
10004,2017,Number,3.0,10004,Lower Manhattan,Manhattan
10005,2017,Number,14.0,10005,Lower Manhattan,Manhattan
10006,2017,Number,7.0,10006,Lower Manhattan,Manhattan
10007,2017,Number,5.0,10007,Lower Manhattan,Manhattan
10009,2017,Number,102.0,10009,Union Square - Lower East Side,Manhattan
10010,2017,Number,24.0,10010,Gramercy Park -  Murray Hill,Manhattan
10011,2017,Number,43.0,10011,Chelsea - Clinton,Manhattan
10012,2017,Number,25.0,10012,Greenwich Village - Soho,Manhattan
10013,2017,Number,24.0,10013,Greenwich Village - Soho,Manhattan
10014,2017,Number,29.0,10014,Greenwich Village - Soho,Manhattan
10016,2017,Number,54.0,10016,Gramercy Park -  Murray Hill,Manhattan
10017,2017,Number,23.0,10017,Gramercy Park -  Murray Hill,Manhattan
10018,2017,Number,11.0,10018,Chelsea - Clinton,Manhattan
10019,2017,Number,95.0,10019,Chelsea - Clinton,Manhattan
10021,2017,Number,40.0,10021,Upper East Side,Manhattan
10022,2017,Number,33.0,10022,Gramercy Park -  Murray Hill,Manhattan
10023,2017,Number,37.0,10023,Upper West Side,Manhattan
10024,2017,Number,32.0,10024,Upper West Side,Manhattan
10025,2017,Number,115.0,10025,Upper West Side,Manhattan
10026,2017,Number,104.0,10026,Central Harlem - Morningside Heights,Manhattan
10027,2017,Number,129.0,10027,Central Harlem - Morningside Heights,Manhattan
10028,2017,Number,36.0,10028,Upper East Side,Manhattan
10029,2017,Number,175.0,10029,East Harlem,Manhattan
10030,2017,Number,129.0,10030,Central Harlem - Morningside Heights,Manhattan
10031,2017,Number,189.0,10031,Washington Heights - Inwood,Manhattan
10032,2017,Number,167.0,10032,Washington Heights - Inwood,Manhattan
10033,2017,Number,154.0,10033,Washington Heights - Inwood,Manhattan
10034,2017,Number,114.0,10034,Washington Heights - Inwood,Manhattan
10035,2017,Number,139.0,10035,East Harlem,Manhattan
10036,2017,Number,93.0,10036,Chelsea - Clinton,Manhattan
10037,2017,Number,121.0,10037,Central Harlem - Morningside Heights,Manhattan
10038,2017,Number,20.0,10038,Lower Manhattan,Manhattan
10039,2017,Number,120.0,10039,Central Harlem - Morningside Heights,Manhattan
10040,2017,Number,113.0,10040,Washington Heights - Inwood,Manhattan
10044,2017,Number,15.0,10044,Upper East Side,Manhattan
10065,2017,Number,35.0,10065,Upper East Side,Manhattan
10069,2017,Number,7.0,10069,Upper West Side,Manhattan
10075,2017,Number,9.0,10075,Upper East Side,Manhattan
10128,2017,Number,57.0,10128,Upper East Side,Manhattan
10280,2017,Number,9.0,10280,Lower Manhattan,Manhattan
10282,2017,Number,3.0,10282,Lower Manhattan,Manhattan
10301,2017,Number,121.0,10301,Stapleton - St. George,Staten Island
10302,2017,Number,36.0,10302,Port  Richmond,Staten Island
10303,2017,Number,86.0,10303,Port  Richmond,Staten Island
10304,2017,Number,131.0,10304,Stapleton - St. George,Staten Island
10305,2017,Number,58.0,10305,Stapleton - St. George,Staten Island
10306,2017,Number,57.0,10306,South Beach - Tottenville,Staten Island
10307,2017,Number,9.0,10307,South Beach - Tottenville,Staten Island
10308,2017,Number,13.0,10308,South Beach - Tottenville,Staten Island
10309,2017,Number,21.0,10309,South Beach - Tottenville,Staten Island
10310,2017,Number,63.0,10310,Port  Richmond,Staten Island
10312,2017,Number,30.0,10312,South Beach - Tottenville,Staten Island
10314,2017,Number,67.0,10314,Willowbrook,Staten Island
10451,2017,Number,268.0,10451,High Bridge - Morrisania,Bronx
10452,2017,Number,434.0,10452,High Bridge - Morrisania,Bronx
10453,2017,Number,579.0,10453,Crotona - Tremont,Bronx
10454,2017,Number,142.0,10454,Hunts Point - Mott Haven,Bronx
10455,2017,Number,220.0,10455,Hunts Point - Mott Haven,Bronx
10456,2017,Number,536.0,10456,High Bridge - Morrisania,Bronx
10457,2017,Number,526.0,10457,Crotona - Tremont,Bronx
10458,2017,Number,669.0,10458,Fordham - Bronx Park,Bronx
10459,2017,Number,335.0,10459,Hunts Point - Mott Haven,Bronx
10460,2017,Number,471.0,10460,Crotona - Tremont,Bronx
10461,2017,Number,128.0,10461,Pelham - Throgs Neck,Bronx
10462,2017,Number,336.0,10462,Pelham - Throgs Neck,Bronx
10463,2017,Number,205.0,10463,Kingsbridge - Riverdale,Bronx
10464,2017,Number,12.0,10464,Pelham - Throgs Neck,Bronx
10465,2017,Number,51.0,10465,Pelham - Throgs Neck,Bronx
10466,2017,Number,362.0,10466,Northeast Bronx,Bronx
10467,2017,Number,617.0,10467,Fordham - Bronx Park,Bronx
10468,2017,Number,532.0,10468,Fordham - Bronx Park,Bronx
10469,2017,Number,207.0,10469,Northeast Bronx,Bronx
10470,2017,Number,86.0,10470,Northeast Bronx,Bronx
10471,2017,Number,47.0,10471,Kingsbridge - Riverdale,Bronx
10472,2017,Number,329.0,10472,Pelham - Throgs Neck,Bronx
10473,2017,Number,173.0,10473,Pelham - Throgs Neck,Bronx
10474,2017,Number,79.0,10474,Hunts Point - Mott Haven,Bronx
10475,2017,Number,83.0,10475,Northeast Bronx,Bronx
11001,2017,Number,1.0,11001,Southeast Queens,Queens
11004,2017,Number,6.0,11004,Southeast Queens,Queens
11005,2017,Number,0.0,11005,Southeast Queens,Queens
11040,2017,Number,1.0,11040,Southeast Queens,Queens
11096,2017,Number,0.0,11096,,
11101,2017,Number,54.0,11101,Long Island City - Astoria,Queens
11102,2017,Number,44.0,11102,Long Island City - Astoria,Queens
11103,2017,Number,52.0,11103,Long Island City - Astoria,Queens
11104,2017,Number,42.0,11104,Long Island City - Astoria,Queens
11105,2017,Number,44.0,11105,Long Island City - Astoria,Queens
11106,2017,Number,53.0,11106,Long Island City - Astoria,Queens
11109,2017,Number,10.0,11109,Long Island City - Astoria,Queens
11201,2017,Number,56.0,11201,Downtown  - Heights - Slope,Brooklyn
11203,2017,Number,317.0,11203,East Flatbush - Flatbush,Brooklyn
11204,2017,Number,69.0,11204,Borough Park,Brooklyn
11205,2017,Number,79.0,11205,Downtown  - Heights - Slope,Brooklyn
11206,2017,Number,135.0,11206,Williamsburg - Bushwick,Brooklyn
11207,2017,Number,406.0,11207,East New York,Brooklyn
11208,2017,Number,417.0,11208,East New York,Brooklyn
11209,2017,Number,112.0,11209,Bensonhurst - Bay Ridge,Brooklyn
11210,2017,Number,217.0,11210,East Flatbush - Flatbush,Brooklyn
11211,2017,Number,57.0,11211,Greenpoint,Brooklyn
11212,2017,Number,471.0,11212,Bedford Stuyvesant - Crown Heights,Brooklyn
11213,2017,Number,290.0,11213,Bedford Stuyvesant - Crown Heights,Brooklyn
11214,2017,Number,111.0,11214,Bensonhurst - Bay Ridge,Brooklyn
11215,2017,Number,16.0,11215,Downtown  - Heights - Slope,Brooklyn
11216,2017,Number,162.0,11216,Bedford Stuyvesant - Crown Heights,Brooklyn
11217,2017,Number,36.0,11217,Downtown  - Heights - Slope,Brooklyn
11218,2017,Number,82.0,11218,Borough Park,Brooklyn
11219,2017,Number,60.0,11219,Borough Park,Brooklyn
11220,2017,Number,88.0,11220,Sunset Park,Brooklyn
11221,2017,Number,284.0,11221,Williamsburg - Bushwick,Brooklyn
11222,2017,Number,37.0,11222,Greenpoint,Brooklyn
11223,2017,Number,87.0,11223,Coney Island - Sheepshead Bay,Brooklyn
11224,2017,Number,107.0,11224,Coney Island - Sheepshead Bay,Brooklyn
11225,2017,Number,225.0,11225,East Flatbush - Flatbush,Brooklyn
11226,2017,Number,487.0,11226,East Flatbush - Flatbush,Brooklyn
11228,2017,Number,33.0,11228,Bensonhurst - Bay Ridge,Brooklyn
11229,2017,Number,90.0,11229,Coney Island - Sheepshead Bay,Brooklyn
11230,2017,Number,123.0,11230,Borough Park,Brooklyn
11231,2017,Number,29.0,11231,Downtown  - Heights - Slope,Brooklyn
11232,2017,Number,31.0,11232,Sunset Park,Brooklyn
11233,2017,Number,368.0,11233,Bedford Stuyvesant - Crown Heights,Brooklyn
11234,2017,Number,139.0,11234,Canarsie - Flatlands,Brooklyn
11235,2017,Number,132.0,11235,Coney Island - Sheepshead Bay,Brooklyn
11236,2017,Number,251.0,11236,Canarsie - Flatlands,Brooklyn
11237,2017,Number,77.0,11237,Williamsburg - Bushwick,Brooklyn
11238,2017,Number,103.0,11238,Bedford Stuyvesant - Crown Heights,Brooklyn
11239,2017,Number,89.0,11239,Canarsie - Flatlands,Brooklyn
11249,2017,Number,28.0,11249,,
11354,2017,Number,63.0,11354,Flushing - Clearview,Queens
11355,2017,Number,91.0,11355,Flushing - Clearview,Queens
11356,2017,Number,57.0,11356,Flushing - Clearview,Queens
11357,2017,Number,19.0,11357,Flushing - Clearview,Queens
11358,2017,Number,22.0,11358,Flushing - Clearview,Queens
11359,2017,Number,2.0,11359,Flushing - Clearview,Queens
11360,2017,Number,14.0,11360,Flushing - Clearview,Queens
11361,2017,Number,23.0,11361,Bayside - Little Neck,Queens
11362,2017,Number,6.0,11362,Bayside - Little Neck,Queens
11363,2017,Number,3.0,11363,Bayside - Little Neck,Queens
11364,2017,Number,16.0,11364,Bayside - Little Neck,Queens
11365,2017,Number,65.0,11365,Fresh Meadows,Queens
11366,2017,Number,8.0,11366,Fresh Meadows,Queens
11367,2017,Number,75.0,11367,Fresh Meadows,Queens
11368,2017,Number,231.0,11368,West Queens,Queens
11369,2017,Number,38.0,11369,West Queens,Queens
11370,2017,Number,27.0,11370,West Queens,Queens
11371,2017,Number,0.0,11371,West Queens,Queens
11372,2017,Number,124.0,11372,West Queens,Queens
11373,2017,Number,123.0,11373,West Queens,Queens
11374,2017,Number,68.0,11374,Ridgewood - Forest Hills,Queens
11375,2017,Number,67.0,11375,Ridgewood - Forest Hills,Queens
11377,2017,Number,88.0,11377,West Queens,Queens
11378,2017,Number,47.0,11378,West Queens,Queens
11379,2017,Number,28.0,11379,Ridgewood - Forest Hills,Queens
11385,2017,Number,193.0,11385,Ridgewood - Forest Hills,Queens
11411,2017,Number,21.0,11411,Southeast Queens,Queens
11412,2017,Number,82.0,11412,Jamaica,Queens
11413,2017,Number,101.0,11413,Southeast Queens,Queens
11414,2017,Number,28.0,11414,Southwest Queens,Queens
11415,2017,Number,45.0,11415,Southwest Queens,Queens
11416,2017,Number,57.0,11416,Southwest Queens,Queens
11417,2017,Number,39.0,11417,Southwest Queens,Queens
11418,2017,Number,79.0,11418,Southwest Queens,Queens
11419,2017,Number,74.0,11419,Southwest Queens,Queens
11420,2017,Number,88.0,11420,Southwest Queens,Queens
11421,2017,Number,56.0,11421,Southwest Queens,Queens
11422,2017,Number,75.0,11422,Southeast Queens,Queens
11423,2017,Number,79.0,11423,Jamaica,Queens
11426,2017,Number,12.0,11426,Southeast Queens,Queens
11427,2017,Number,40.0,11427,Southeast Queens,Queens
11428,2017,Number,42.0,11428,Southeast Queens,Queens
11429,2017,Number,55.0,11429,Southeast Queens,Queens
11430,2017,Number,0.0,11430,Jamaica,Queens
11432,2017,Number,171.0,11432,Jamaica,Queens
11433,2017,Number,158.0,11433,Jamaica,Queens
11434,2017,Number,159.0,11434,Jamaica,Queens
11435,2017,Number,156.0,11435,Jamaica,Queens
11436,2017,Number,45.0,11436,Jamaica,Queens
11691,2017,Number,289.0,11691,Rockaway,Queens
11692,2017,Number,120.0,11692,Rockaway,Queens
11693,2017,Number,33.0,11693,Rockaway,Queens
11694,2017,Number,53.0,11694,Rockaway,Queens
11697,2017,Number,0.0,11697,Rockaway,Queens
10001,2018,Number,58.0,10001,Chelsea - Clinton,Manhattan
10002,2018,Number,90.0,10002,Union Square - Lower East Side,Manhattan
10003,2018,Number,28.0,10003,Union Square - Lower East Side,Manhattan
10004,2018,Number,4.0,10004,Lower Manhattan,Manhattan
10005,2018,Number,13.0,10005,Lower Manhattan,Manhattan
10006,2018,Number,4.0,10006,Lower Manhattan,Manhattan
10007,2018,Number,3.0,10007,Lower Manhattan,Manhattan
10009,2018,Number,89.0,10009,Union Square - Lower East Side,Manhattan
10010,2018,Number,20.0,10010,Gramercy Park -  Murray Hill,Manhattan
10011,2018,Number,34.0,10011,Chelsea - Clinton,Manhattan
10012,2018,Number,30.0,10012,Greenwich Village - Soho,Manhattan
10013,2018,Number,20.0,10013,Greenwich Village - Soho,Manhattan
10014,2018,Number,27.0,10014,Greenwich Village - Soho,Manhattan
10016,2018,Number,48.0,10016,Gramercy Park -  Murray Hill,Manhattan
10017,2018,Number,17.0,10017,Gramercy Park -  Murray Hill,Manhattan
10018,2018,Number,23.0,10018,Chelsea - Clinton,Manhattan
10019,2018,Number,87.0,10019,Chelsea - Clinton,Manhattan
10021,2018,Number,37.0,10021,Upper East Side,Manhattan
10022,2018,Number,42.0,10022,Gramercy Park -  Murray Hill,Manhattan
10023,2018,Number,47.0,10023,Upper West Side,Manhattan
10024,2018,Number,51.0,10024,Upper West Side,Manhattan
10025,2018,Number,118.0,10025,Upper West Side,Manhattan
10026,2018,Number,67.0,10026,Central Harlem - Morningside Heights,Manhattan
10027,2018,Number,120.0,10027,Central Harlem - Morningside Heights,Manhattan
