Neighborhood,Year,Median Rent,Median Income,RTI (%)
Pelham Parkway,2013,1149.48636,49023.88605,28.136970426888468
Morrisania,2013,925.27961,27609.29661,40.21600215623892
East Tremont,2013,925.27961,27609.29661,40.21600215623892
Bedford Park,2013,1113.06699,33083.58313,40.37290588360766
University Heights,2013,1018.60425,27611.57282,44.26857926451145
Concourse/Highbridge,2013,1077.78572,30031.1847,43.066661436103786
Unionport/Soundview,2013,1081.20004,36832.50201,35.22541172054361
Mott Haven,2013,827.40256,26270.88477,37.79404769548612
Hunts Point,2013,827.40256,26270.88477,37.79404769548612
Washington Heights,2013,1135.8291,42635.70097,31.968394772236813
Manhattanville,2013,1265.5731,51897.60194,29.263157896116077
Central Harlem,2013,902.51751,42015.43357,25.776742496197926
East Harlem,2013,909.34614,30661.69504,35.58887943332699
Upper East Side,2013,2143.05229,122562.56038,20.982449616152515
Upper West Side,2013,1968.92218,112983.12802,20.912030472211388
Chelsea/Clinton,2013,2276.21061,114533.22745,23.84856161669266
Midtown Business District,2013,2276.21061,114533.22745,23.84856161669266
Murray Hill/Stuyvesant,2013,2276.21061,123003.00713,22.206389873974132
Lower East Side,2013,989.01351,45675.58024,25.983604494216273
Battery Park/Tribeca,2013,2276.21061,142617.11397,19.152348943020755
Greenwich Village,2013,2276.21061,142617.11397,19.152348943020755
Tottenville,2013,1174.52468,96926.73837,14.541184813418168
South Beach,2013,1237.12047,78143.4484,18.997684315144713
St. George,2013,1081.20004,69106.89227,18.77439435318425
Williamsburg/Greenpoint,2013,1346.37858,59658.34202,27.081783390131164
Bushwick,2013,1255.33015,49341.41743,30.530054839569697
Bedford Stuyvesant,2013,1037.95204,42331.82685,29.423309615564108
Fort Greene/Brooklyn Hts,2013,1602.45227,86541.52745,22.219884264360765
Park Slope,2013,2063.38492,115846.60097,21.37362584027138
Crown Heights North,2013,1136.9672,44424.80251,30.711687231313707
Brownsville,2013,878.6173,31790.69551,33.16507371373329
East New York,2013,1193.87247,42045.02431,34.07411429797315
Canarsie,2013,1325.89268,75437.03398,21.091380878280923
East Flatbush,2013,1251.91584,48558.40098,30.937983493706056
Crown Heights South,2013,1195.01057,52687.44703,27.21734995403135
Sunset Park,2013,1332.72131,51300.09666,31.17470874566574
Bay Ridge,2013,1337.27373,66716.87113,24.052813760902158
Borough Park,2013,1325.89268,46174.07036,34.4581104415331
Flatbush/Midwood,2013,1246.22531,48155.5117,31.05501985559838
Sheepshead Bay,2013,1233.70615,58116.20933,25.473915058595924
Bensonhurst,2013,1238.25857,53800.51401,27.61888638691837
Coney Island,2013,985.59919,35110.54868,33.68557520360574
Astoria,2013,1476.12258,57997.84638,30.54160122419359
Jackson Heights,2013,1402.14574,55973.15704,30.060389246895337
Flushing,2013,1388.48847,57462.93689,28.99584069623073
Bayside,2013,1630.9049,82123.40265,23.831037400396855
Queens Village,2013,1421.49353,87503.22644,19.494049595641403
Fresh Meadows/Briarwood,2013,1358.89774,65476.33635,24.904834004201277
Elmhurst/Corona,2013,1401.00763,52909.37756,31.7752586314871
Rego Park/Forest Hills,2013,1553.51374,70168.74452,26.56761925487562
Sunnyside/Woodside,2013,1505.71332,70375.87969,25.67436445496743
Ridgewood/Glendale,2013,1300.85436,66651.99913,23.420531302524488
Woodhaven,2013,1385.07416,71168.00098,23.354442574087315
Jamaica/St. Albans,2013,1282.64468,58554.37988,26.28622520047769
Howard Beach,2013,1336.13563,71326.19762,22.479296660984687
The Rockaways,2013,1142.65773,53184.79904,25.78160114826674
Bronx,2013,1076.64762,37567.71804,34.3906207618034
Brooklyn,2013,1248.50152,54082.76413,27.702020192583674
Manhattan,2013,1610.41901,82159.82202,23.52126336799482
Queens,2013,1387.35037,64415.6222,25.844979636011345
Staten Island,2013,1144.93394,79249.68676,17.336607678473047
New York City,2013,1280.36847,59435.27338,25.850678841447266
Riverdale,2014,1196.25983,60907.03559,23.568899423430302
Williamsbridge,2014,1222.09455,50440.60453,29.07406589720348
Throgs Neck,2014,1177.1646,61735.99311,22.881263406309202
Pelham Parkway,2014,1225.46429,53814.84352,27.32623662565283
Morrisania,2014,900.84543,24757.52382,43.664080618867004
East Tremont,2014,900.84543,24757.52382,43.664080618867004
Bedford Park,2014,1168.17861,39869.71135,35.15988163781878
University Heights,2014,1062.59324,23444.44613,54.38865481954552
Concourse/Highbridge,2014,1009.80055,30555.73342,39.65739075360738
Unionport/Soundview,2014,1141.22064,40502.10035,33.81219137194696
Mott Haven,2014,822.21802,23718.5188,41.598787526310446
Hunts Point,2014,822.21802,23718.5188,41.598787526310446
Washington Heights,2014,1205.24582,50722.53995,28.51385173979246
Manhattanville,2014,1260.285,47440.40735,31.878773486121847
Central Harlem,2014,981.71933,45563.45883,25.855438244831774
East Harlem,2014,909.83142,35202.61315,31.01467778394173
Upper East Side,2014,2246.49733,129440.92962,20.826463498941614
Upper West Side,2014,1909.52273,119267.66646,19.21247680961796
Chelsea/Clinton,2014,2246.49733,110708.51164,24.350402295770582
Midtown Business District,2014,2246.49733,110708.51164,24.350402295770582
Murray Hill/Stuyvesant,2014,2246.49733,118643.1402,22.721893498904542
Lower East Side,2014,1067.08623,46464.30426,27.558864732692328
Battery Park/Tribeca,2014,2246.49733,135003.257,19.96838339981679
Greenwich Village,2014,2246.49733,135003.257,19.96838339981679
Tottenville,2014,1222.09455,92912.88304,15.783747226621417
South Beach,2014,1147.96014,80266.22633,17.162288935030336
St. George,2014,1086.18146,64701.36958,20.14513387368701
Williamsburg/Greenpoint,2014,1637.69655,64943.99129,30.26047246194745
Bushwick,2014,1261.40825,45473.59894,33.28722457171761
Bedford Stuyvesant,2014,1087.30471,38952.01719,33.49674153293831
Fort Greene/Brooklyn Hts,2014,1733.17269,94990.89307,21.89480655232248
Park Slope,2014,2145.40495,126977.64529,20.27511168694472
Crown Heights North,2014,1191.76683,50438.35804,28.353821408417918
Brownsville,2014,977.22634,28372.13802,41.33180260061346
East New York,2014,1113.13943,37062.71294,36.04073231666673
Canarsie,2014,1286.11972,69742.50959,22.12916731951515
East Flatbush,2014,1220.9713,47568.4577,30.801199594074706
Crown Heights South,2014,1283.87322,46967.51966,32.80241058401252
Sunset Park,2014,1366.99362,53973.22158,30.392707642410844
Bay Ridge,2014,1356.88439,63683.70629,25.567941359840095
Borough Park,2014,1393.95159,48549.05378,34.45467579203559
Flatbush/Midwood,2014,1283.87322,56517.37981,27.259718500386015
Sheepshead Bay,2014,1256.91526,59214.29985,25.471859260698494
Bensonhurst,2014,1276.01048,53632.87724,28.54988683803084
Coney Island,2014,913.20116,33223.449,32.98397442119871
Astoria,2014,1545.59016,63204.07911,29.344754612626772
Jackson Heights,2014,1432.14205,55724.36625,30.840556396637346
Flushing,2014,1415.29332,58526.87167,29.01832842828245
Bayside,2014,1607.36884,90832.62652,21.23512973144399
Queens Village,2014,1495.04397,85065.86787,21.090160000973842
Fresh Meadows/Briarwood,2014,1416.41657,62142.60912,27.351601551164478
Elmhurst/Corona,2014,1424.27931,50842.72756,33.61611884380186
Rego Park/Forest Hills,2014,1620.84782,68843.91066,28.252569695029
Sunnyside/Woodside,2014,1611.86183,64322.83478,30.070723757986716
Ridgewood/Glendale,2014,1350.14489,71506.00999,22.65786985215059
Woodhaven,2014,1460.22326,68827.06193,25.458996256183795
Jamaica/St. Albans,2014,1260.285,59012.11509,25.62765285896822
Howard Beach,2014,1380.47261,68457.51312,24.19847079598383
The Rockaways,2014,1078.31872,49691.39768,26.04037166217217
Bronx,2014,1086.18146,37866.95898,34.420977736512185
Brooklyn,2014,1276.01048,53877.74545,28.420130857572843
Manhattan,2014,1641.0663,85466.86764,23.041438330171612
Queens,2014,1433.2653,64295.87681,26.750056851740446
Staten Island,2014,1119.87892,79886.56828,16.822035705549773
New York City,2014,1302.96845,59527.68623,26.266133273831432
Riverdale,2015,1319.27758,69235.14898,22.866031478567635
Williamsbridge,2015,1235.13998,53255.73583,27.831142559578826
Throgs Neck,2015,1108.37266,57056.51172,23.311049903069677
Pelham Parkway,2015,1251.9675,51104.05692,29.39807699321888
Morrisania,2015,958.04681,26979.00217,42.612998240475704
East Tremont,2015,958.04681,26979.00217,42.612998240475704
Bedford Park,2015,1204.85044,35830.27778,40.35192071011625
University Heights,2015,1090.42331,27128.20618,48.23422394086212
Concourse/Highbridge,2015,1091.54514,29310.17463,44.68940170214195
Unionport/Soundview,2015,1165.58623,41268.9323,33.892407630812386
Mott Haven,2015,866.05637,27381.74082,37.95476886702925
Hunts Point,2015,866.05637,27381.74082,37.95476886702925
Washington Heights,2015,1254.21117,50828.08559,29.610664783646833
Manhattanville,2015,1317.03391,54614.27762,28.938233020246624
Central Harlem,2015,1083.6923,51652.63407,25.17646550682483
East Harlem,2015,830.15766,33721.22858,29.54190087222498
Upper East Side,2015,2217.86716,114935.32825,23.15598373905544
Upper West Side,2015,1921.7028,113349.05402,20.344619370119382
Chelsea/Clinton,2015,2347.99998,114736.76352,24.557080830581896
Midtown Business District,2015,2347.99998,114736.76352,24.557080830581896
Murray Hill/Stuyvesant,2015,2643.0425,119870.279,26.4590274291428
Lower East Side,2015,1109.4945,47417.70816,28.077978705919808
Battery Park/Tribeca,2015,2852.82559,137034.34957,24.98198968902509
Greenwich Village,2015,2852.82559,137034.34957,24.98198968902509
Tottenville,2015,1189.14476,91101.95052,15.663481449683452
South Beach,2015,1251.9675,82874.41499,18.128164164794182
St. George,2015,1184.65742,62692.60914,22.675542197094142
Williamsburg/Greenpoint,2015,1689.48302,75282.95973,26.930126435930973
Bushwick,2015,1315.91208,48455.40524,32.58861396739399
Bedford Stuyvesant,2015,1226.1653,44361.8305,33.16811645092058
Fort Greene/Brooklyn Hts,2015,1842.05254,97209.21851,22.739232779374802
Park Slope,2015,2208.89248,125050.91154,21.196734540812447
Crown Heights North,2015,1247.48016,51286.91597,29.188266903700118
Brownsville,2015,900.83325,30357.96822,35.608440333231236
East New York,2015,1146.51504,39375.27536,34.94116638985201
Canarsie,2015,1317.03391,77512.04523,20.389614121397376
East Flatbush,2015,1257.57667,56454.0865,26.73131561521237
Crown Heights South,2015,1282.25704,50709.17111,30.34379017283053
Sunset Park,2015,1309.18107,50731.6078,30.967228363694797
Bay Ridge,2015,1429.21738,72221.47289,23.74724285410513
Borough Park,2015,1363.02913,48431.84671,33.77188910003469
Flatbush/Midwood,2015,1339.47061,55706.9446,28.85393811384873
Sheepshead Bay,2015,1338.34877,61037.90299,26.31182339706392
Bensonhurst,2015,1284.50071,56124.2671,27.464070920580447
Coney Island,2015,1079.20496,45189.74449,28.65796137189002
Astoria,2015,1585.1524,64705.18055,29.397690630507018
Jackson Heights,2015,1455.01958,60732.76396,28.749284276769803
Flushing,2015,1469.60343,56879.26184,31.00469413546102
Bayside,2015,1763.52411,88873.98685,23.811567445170827
Queens Village,2015,1566.08121,90920.2133,20.669743105409104
Fresh Meadows/Briarwood,2015,1539.15718,69962.09785,26.399846098954562
Elmhurst/Corona,2015,1476.33444,49063.43964,36.108380109487165
Rego Park/Forest Hills,2015,1650.21881,79573.97737,24.885806107092673
Sunnyside/Woodside,2015,1624.41661,67543.42229,28.859952100600022
Ridgewood/Glendale,2015,1474.09077,69883.56942,25.31222916461041
Woodhaven,2015,1468.48159,67837.34297,25.976517222664448
Jamaica/St. Albans,2015,1286.74438,65419.78924,23.602846691164302
Howard Beach,2015,1437.07022,75510.69217,22.837616957842283
The Rockaways,2015,1208.21595,58710.09603,24.69522685262077
Bronx,2015,1128.56569,39461.65663,34.31885388639346
Brooklyn,2015,1313.66841,57371.74726,27.476975467663316
Manhattan,2015,1709.67605,84782.65578,24.198478345897364
Queens,2015,1490.91829,67783.49491,26.394359723934162
Staten Island,2015,1200.36311,80348.0433,17.92745252826835
New York City,2015,1345.07978,62544.52696,25.80714595590891
Riverdale,2016,1310.76583,64702.55346,24.30999878501549
Williamsbridge,2016,1237.51389,57026.63772,26.040754415356048
Throgs Neck,2016,1266.37071,65926.74881,23.05050498363867
Pelham Parkway,2016,1286.34852,56391.78755,27.373103266700756
Morrisania,2016,968.92343,28648.16903,40.585774078002224
East Tremont,2016,968.92343,28648.16903,40.585774078002224
Bedford Park,2016,1183.12987,37803.55204,37.556149287182166
University Heights,2016,1125.41622,29540.51088,45.71686215874951
Concourse/Highbridge,2016,1085.46061,34960.04479,37.25832560639577
Unionport/Soundview,2016,1196.4484,41571.5876,34.53652272832611
Mott Haven,2016,955.60489,30312.98592,37.82952530728454
Hunts Point,2016,955.60489,30312.98592,37.82952530728454
Washington Heights,2016,1317.4251,57748.05837,27.375987429237615
Manhattanville,2016,1266.37071,54421.75423,27.923481583809277
Central Harlem,2016,1026.63708,50659.26806,24.318639869428857
East Harlem,2016,915.64929,38205.32785,28.759840834607576
Upper East Side,2016,2440.62156,129823.53089,22.559437814717416
Upper West Side,2016,2321.86462,123496.11683,22.561337275368963
Chelsea/Clinton,2016,2415.09437,112708.10339,25.71344168548163
Midtown Business District,2016,2415.09437,112708.10339,25.71344168548163
Murray Hill/Stuyvesant,2016,2723.64043,122531.63292,26.67367142763774
Lower East Side,2016,1082.13098,45734.7397,28.39323421359715
Battery Park/Tribeca,2016,2712.54165,152286.35024,21.37453537280335
Greenwich Village,2016,2712.54165,152286.35024,21.37453537280335
Tottenville,2016,1235.29413,99923.41956,14.834890184176558
South Beach,2016,1271.9201,91179.80126,16.739498210220162
St. George,2016,1223.08547,72780.245,20.166221809228592
Williamsburg/Greenpoint,2016,1812.43065,77347.39267,28.11881182962699
Bushwick,2016,1419.53387,53751.38796,31.691100614325418
Bedford Stuyvesant,2016,1296.33742,57086.57113,27.24992714061438
Fort Greene/Brooklyn Hts,2016,1917.86906,96544.95116,23.838044810711157
Park Slope,2016,2118.75696,115286.34981,22.05385421769561
Crown Heights North,2016,1357.3807,57590.45571,28.283451136455678
Brownsville,2016,1000.00001,33526.08251,35.793028059334695
East New York,2016,1154.27304,42042.17584,32.94614563412187
Canarsie,2016,1399.55606,83674.80672,20.071361235646247
East Flatbush,2016,1325.19424,56887.90298,27.953800451373223
Crown Heights South,2016,1329.63376,56380.68877,28.299769775941318
Sunset Park,2016,1417.31411,59117.64773,28.769360712180692
Bay Ridge,2016,1510.54386,73884.57354,24.533573723866148
Borough Park,2016,1465.03886,50827.9695,34.58817358423102
Flatbush/Midwood,2016,1315.20534,56214.20708,28.07557893245659
Sheepshead Bay,2016,1334.07327,66759.15725,23.980049927907082
Bensonhurst,2016,1350.72144,56695.8941,28.588767383068753
Coney Island,2016,1024.41733,43521.64312,28.24573494641532
Astoria,2016,1613.7625,67043.286,28.884547812886147
Jackson Heights,2016,1509.43398,58912.32032,30.74604371651407
Flushing,2016,1568.25751,56653.71874,33.21774905256643
Bayside,2016,1731.40956,87807.99212,23.661758136555374
Queens Village,2016,1497.22532,89399.55707,20.097083731558136
Fresh Meadows/Briarwood,2016,1596.00446,73964.48475,25.893580662035237
Elmhurst/Corona,2016,1426.19314,46863.48555,36.519515096119434
Rego Park/Forest Hills,2016,1658.15762,78319.64573,25.40600286752599
Sunnyside/Woodside,2016,1651.49835,69117.64785,28.67282208880898
Ridgewood/Glendale,2016,1522.75251,82916.7601,22.037800437405174
Woodhaven,2016,1520.53276,73841.2883,24.710285451506675
Jamaica/St. Albans,2016,1267.48059,66694.78433,22.805032256710497
Howard Beach,2016,1530.52166,80441.73233,22.831755841178563
The Rockaways,2016,1094.33964,49237.51443,26.670874498893742
Bronx,2016,1145.39402,41648.16918,33.00199867273014
Brooklyn,2016,1361.82022,61209.76762,26.698096195124883
Manhattan,2016,1760.26639,86081.02207,24.538738239914114
Queens,2016,1508.3241,69042.17615,26.21569917013689
Staten Island,2016,1238.62377,85679.24626,17.347824460191507
New York City,2016,1370.69924,65322.97522,25.180100607181128
Riverdale,2017,1397.72476,58767.57693,28.54073282616112
Williamsbridge,2017,1383.57334,63978.5648,25.950691660404356
Throgs Neck,2017,1224.64202,64793.90424,22.68068950678808
Pelham Parkway,2017,1276.89341,52270.98709,29.314007201772164
Morrisania,2017,998.21932,28272.3578,42.36870488389192
East Tremont,2017,998.21932,28272.3578,42.36870488389192
Bedford Park,2017,1230.08487,38486.41652,38.353839548374765
University Heights,2017,1126.67066,32837.82325,41.17218068039878
Concourse/Highbridge,2017,1107.07639,33636.83413,39.495145793615144
Unionport/Soundview,2017,1175.65634,43548.2702,32.395950551441196
Mott Haven,2017,927.46222,22822.97296,48.76466645912374
Hunts Point,2017,927.46222,22822.97296,48.76466645912374
Washington Heights,2017,1256.21057,61375.79229,24.56103013509465
Manhattanville,2017,1250.76772,54480.78558,27.549552526110986
Central Harlem,2017,1063.53356,53404.18917,23.8977558097059
East Harlem,2017,912.22223,40026.74404,27.348381744617168
Upper East Side,2017,2500.44686,142981.58217,20.98547369851083
Upper West Side,2017,1969.22437,134867.37629,17.521429637059043
Chelsea/Clinton,2017,2211.97563,111013.5269,23.910336245699444
Midtown Business District,2017,2211.97563,111013.5269,23.910336245699444
Murray Hill/Stuyvesant,2017,2597.32965,122336.83915,25.477162902487827
Lower East Side,2017,1127.75923,43089.98195,31.406628983282737
Battery Park/Tribeca,2017,2696.38958,157709.94352,20.51657253678281
Greenwich Village,2017,2696.38958,157709.94352,20.51657253678281
Tottenville,2017,1276.89341,105369.2879,14.541923197338036
South Beach,2017,1353.09336,88704.35931,18.304760269171492
St. George,2017,1157.15064,68438.43889,20.289486296317243
Williamsburg/Greenpoint,2017,2016.03291,83393.22294,29.010025116076893
Bushwick,2017,1461.95043,55142.63656,31.8145925810262
Bedford Stuyvesant,2017,1244.23629,56504.43848,26.424181677842597
Fort Greene/Brooklyn Hts,2017,1986.6415,100760.27963,23.65981722911183
Park Slope,2017,2340.42697,146743.68245,19.138897955330684
Crown Heights North,2017,1288.86769,65430.71809,23.63784584898784
Brownsville,2017,888.27368,22047.91063,48.346005836472315
East New York,2017,1215.93345,40044.16117,36.43777513045106
Canarsie,2017,1390.10476,83435.6772,19.992954668557537
East Flatbush,2017,1284.51341,53719.87467,28.693590621141336
Crown Heights South,2017,1283.42484,55595.48196,27.702067752701247
Sunset Park,2017,1440.17901,61816.66342,27.95710276787372
Bay Ridge,2017,1461.95043,74761.94599,23.46568822907121
Borough Park,2017,1374.86477,49381.9205,33.409752137930724
Flatbush/Midwood,2017,1395.54762,61612.01213,27.18069230504126
Sheepshead Bay,2017,1408.61046,66701.08008,25.341906757321585
Bensonhurst,2017,1373.7762,58230.91159,28.31024613880684
Coney Island,2017,1041.76214,39316.99596,31.795780361038556
Astoria,2017,1704.70169,72261.49913,28.308878899949836
Jackson Heights,2017,1547.94751,61614.18927,30.14787720179313
Flushing,2017,1544.6818,55826.25895,33.203338265244795
Bayside,2017,1833.15303,76368.67632,28.804789371789912
Queens Village,2017,1556.65608,93461.41319,19.986722137429304
Fresh Meadows/Briarwood,2017,1502.22754,69673.96661,25.872978613238168
Elmhurst/Corona,2017,1508.75897,56596.96699,31.98953690080063
Rego Park/Forest Hills,2017,1740.62452,82129.39238,25.43242271093008
Sunnyside/Woodside,2017,1611.08461,73325.03269,26.3661871133903
Ridgewood/Glendale,2017,1509.84754,77543.24409,23.365246956873868
Woodhaven,2017,1512.02468,76108.50792,23.840036621230347
Jamaica/St. Albans,2017,1284.51341,67132.15407,22.960921086976228
Howard Beach,2017,1543.59323,80435.57639,23.028514982212332
The Rockaways,2017,1218.1106,58795.87977,24.861142068424908
Bronx,2017,1160.41635,40709.27786,34.205952382374186
Brooklyn,2017,1363.97907,61985.39187,26.405816509682733
Manhattan,2017,1657.89315,92605.79664,21.483231635423035
Queens,2017,1532.70752,70222.60624,26.19169413499114
Staten Island,2017,1243.14772,86215.88672,17.302811822196844
New York City,2017,1374.86477,66271.09466,24.89528402185593
Battery Park/Tribeca,2018,2743.13463,158255.79521,20.800259173017615
Greenwich Village,2018,2743.13463,158255.79521,20.800259173017615
Lower East Side,2018,1156.85935,51675.1873,26.864560972766903
Chelsea/Clinton,2018,2178.05744,107973.5392,24.20656901093782
Midtown Business District,2018,2178.05744,107973.5392,24.20656901093782
Murray Hill/Stuyvesant,2018,2535.90406,144097.88772,21.11817820614477
Upper West Side,2018,2322.26429,130130.11963,21.41485119604512
Upper East Side,2018,2400.2428,129997.66297,22.156485695167415
Manhattanville,2018,1538.20634,64114.36284,28.78992360270955
Central Harlem,2018,1135.49537,50961.63047,26.737654023886257
East Harlem,2018,1039.35748,34775.21338,35.86545860613782
Washington Heights,2018,1317.08918,57677.39661,27.402537369829457
Mott Haven,2018,889.80964,27483.68807,38.85110198021542
Hunts Point,2018,889.80964,27483.68807,38.85110198021542
Morrisania,2018,1007.31151,28275.22341,42.750283330122066
Concourse/Highbridge,2018,1130.15438,35657.54563,38.03361201784431
University Heights,2018,1139.76817,32542.6778,42.028557465544516
East Tremont,2018,1007.31151,28275.22341,42.750283330122066
Bedford Park,2018,1219.88308,36691.56211,39.89635795857916
Riverdale,2018,1318.15737,58346.08908,27.110451941880182
Unionport/Soundview,2018,1195.31451,46438.87656,30.887427049333425
Throgs Neck,2018,1180.35972,58703.9357,24.128393558457784
Pelham Parkway,2018,1313.88458,58134.58571,27.120886418027588
Williamsbridge,2018,1337.38495,54759.07736,29.307687736395415
Williamsburg/Greenpoint,2018,1913.14413,86158.7824,26.645837975537596
Fort Greene/Brooklyn Hts,2018,2174.85285,115836.55089,22.530223836501527
Bedford Stuyvesant,2018,1381.18111,58746.66365,28.212961026596105
Bushwick,2018,1556.36572,57000.15854,32.76550297117823
East New York,2018,1224.15588,44193.52259,33.23987249507915
Park Slope,2018,2198.35322,131010.31548,20.136001156357185
Sunset Park,2018,1603.36647,66717.56343,28.83857960458494
Crown Heights North,2018,1388.6585,69979.8427,23.812431347462866
Crown Heights South,2018,1458.09142,66595.78876,26.273578803994035
Bay Ridge,2018,1457.02322,77339.73274,22.607110240189847
Bensonhurst,2018,1404.68148,58171.97267,28.976458913680496
Borough Park,2018,1525.38795,53998.51979,33.898439200160894
Coney Island,2018,1156.85935,42481.19985,32.678719643084655
Flatbush/Midwood,2018,1354.47613,66376.808,24.487037038599386
Sheepshead Bay,2018,1399.34049,65912.1415,25.47646836812304
Brownsville,2018,968.85635,34660.91611,33.54289933682887
East Flatbush,2018,1313.88458,62047.39808,25.410598103842357
Canarsie,2018,1443.13664,77979.58385,22.207914975940206
Astoria,2018,1736.89132,72043.60287,28.930668386490705
Sunnyside/Woodside,2018,1757.1871,75907.27809,27.77895049141262
Jackson Heights,2018,1552.09292,65398.33786,28.479492980190553
Elmhurst/Corona,2018,1625.79864,57006.56773,34.22339645565607
Ridgewood/Glendale,2018,1587.34348,81960.76094,23.240537961750167
Rego Park/Forest Hills,2018,1821.27903,87029.36446,25.112613995986433
Flushing,2018,1545.68373,56790.79157,32.66058501251491
Fresh Meadows/Briarwood,2018,1498.68298,75112.53815,23.943000999494256
Woodhaven,2018,1646.09442,76692.40424,25.756309553400957
Howard Beach,2018,1627.93504,80745.15065,24.193676428542275
Bayside,2018,1889.64376,92226.15183,24.587088011433078
Jamaica/St. Albans,2018,1298.92979,68611.47998,22.71800212521811
Queens Village,2018,1523.25155,97641.91998,18.72046207586259
The Rockaways,2018,1243.38345,64786.25992,23.03050279245075
St. George,2018,1173.95053,78136.60908,18.029201069599324
South Beach,2018,1249.79265,96545.94796,15.534066542299243
Tottenville,2018,1292.5206,92810.4566,16.711745387534275
Bronx,2018,1162.20034,41090.40495,33.94078032808485
Brooklyn,2018,1421.77266,65395.13326,26.08951319384466
Manhattan,2018,1787.09667,90867.4029,23.60049847974691
Queens,2018,1583.07069,74047.5439,25.65493368106163
Staten Island,2018,1231.63327,87769.62625,16.839081891384946
New York City,2018,1428.18186,68150.01808,25.147729674674213
Riverdale,2019,1356.62118,64361.21908,25.293887208327874
Williamsbridge,2019,1290.4189,63289.37276,24.467025228265197
Throgs Neck,2019,1213.70833,64131.08737,22.710514599528143
Pelham Parkway,2019,1352.41786,61162.49339,26.534258857820575
Morrisania,2019,1031.91479,24804.83569,49.92162671326287
East Tremont,2019,1031.91479,24804.83569,49.92162671326287
Bedford Park,2019,1256.79235,43437.09757,34.7203405469156
University Heights,2019,1163.26851,33652.82199,41.48009377682506
Concourse/Highbridge,2019,1125.43864,34213.96506,39.472956894403275
Unionport/Soundview,2019,1183.23427,46210.23722,30.72654912460542
Mott Haven,2019,895.30693,26348.50456,40.77530523804422
Hunts Point,2019,895.30693,26348.50456,40.77530523804422
Washington Heights,2019,1277.80895,56226.74617,27.271198218796023
Manhattanville,2019,1534.2114,71845.22839,25.62527423541815
Central Harlem,2019,1168.52266,57724.17853,24.29185183243872
East Harlem,2019,915.27269,34055.28977,32.251295919600096
Upper East Side,2019,2404.29841,141088.60238,20.4492641030583
Upper West Side,2019,2043.86382,143685.20263,17.069514042553983
Chelsea/Clinton,2019,2052.27046,126360.17293,19.48972128555317
Midtown Business District,2019,2052.27046,126360.17293,19.48972128555317
Murray Hill/Stuyvesant,2019,2849.85022,162354.24355,21.06394134962541
Lower East Side,2019,1024.55898,43401.36936,28.32792591869503
Battery Park/Tribeca,2019,2879.27345,170331.092,20.28477654567024
Greenwich Village,2019,2879.27345,170331.092,20.28477654567024
Tottenville,2019,1391.29856,113515.88119,14.707706573721923
South Beach,2019,1297.77471,86261.56141,18.053575967608957
St. George,2019,1161.16685,79001.37883,17.637669628506153
Williamsburg/Greenpoint,2019,2011.2881,103279.74882,23.369012295008794
Bushwick,2019,1671.87009,69643.74011,28.80724247191784
Bedford Stuyvesant,2019,1406.01017,64296.06764,26.241296955310972
Fort Greene/Brooklyn Hts,2019,2266.63972,117215.85266,23.204776506550047
Park Slope,2019,2361.2144,163141.31502,17.36811597756606
Crown Heights North,2019,1506.88983,78212.2057,23.120020459926753
Brownsville,2019,1066.59217,32938.25777,38.85787198999141
East New York,2019,1188.48842,48328.70994,29.51012153584499
Canarsie,2019,1388.14607,84561.31891,19.699022028889026
East Flatbush,2019,1377.63777,63990.27619,25.834633360409633
Crown Heights South,2019,1381.84109,70091.39358,23.657816221150956
Sunset Park,2019,1503.73734,71320.86436,25.30093857095817
Bay Ridge,2019,1638.24354,80460.98132,24.432864423831514
Borough Park,2019,1547.87219,57870.24386,32.096747898514906
Flatbush/Midwood,2019,1473.26328,68933.37922,25.646732482934265
Sheepshead Bay,2019,1414.41681,78945.68485,21.499593995858532
Bensonhurst,2019,1428.0776,60043.35973,28.54092655217913
Coney Island,2019,1084.45628,42780.32899,30.419297063007463
Astoria,2019,1782.20722,83204.69773,25.70346052983612
Jackson Heights,2019,1629.83691,70616.80844,27.69601650380109
Flushing,2019,1582.54957,57725.22936,32.8982579204082
Bayside,2019,1885.18853,97393.0007,23.227811236336617
Queens Village,2019,1746.47901,99607.09893,21.04041614014709
Fresh Meadows/Briarwood,2019,1568.88878,75834.17803,24.826095368966975
Elmhurst/Corona,2019,1618.27778,70555.86032,27.52334571774093
Rego Park/Forest Hills,2019,1799.02049,93691.9784,23.041722726606444
Sunnyside/Woodside,2019,1830.54538,85025.78565,25.83515623180837
Ridgewood/Glendale,2019,1688.68337,76480.43831,26.495926131937985
Woodhaven,2019,1604.61699,80890.77067,23.804203768256667
Jamaica/St. Albans,2019,1275.70729,69085.74953,22.15867611503932
Howard Beach,2019,1684.48005,88540.81108,22.829879637917585
The Rockaways,2019,1250.48737,57831.36316,25.947595941122547
Bronx,2019,1179.03095,43537.97722,32.49662088917782
Brooklyn,2019,1459.60249,70339.38939,24.901026340854333
Manhattan,2019,1764.34311,98411.2547,21.51391869206602
Queens,2019,1637.19271,77441.94751,25.369083748136745
Staten Island,2019,1229.47078,94386.57685,15.63108850048311
New York City,2019,1455.39917,72934.93882,23.945711510230073
Riverdale,2021,1356.0,62243.0,26.14269877737256
