"Name","Occupied Public Housing and Rent Regulated Units"
"Description","Numbers and percents refer to the count and share of <em>all occupied rental units</em> for each geography. ""Rent Regulated"" includes any of the following building types: Rent-Stabilized pre- and post-1947, Rent-Controlled, HUD regulated (Section 8), Mitchell Lama rentals, and Article 4 or 5 buildings."
"Source Notes","U.S. Census Bureau, New York City Housing and Vacancy Survey (2002, 2005, 2008, 2011, 2014, &amp; 2017); Retrieved from&nbsp;<a href=""https://www1.nyc.gov/site/hpd/about/nychvs.page"">https://www1.nyc.gov/site/hpd/about/nychvs.page</a>."
"Notes",""

Location,Housing Type,TimeFrame,DataFormat,Data,Fips
Chelsea/Clinton,Rent Regulated,2005,Percent,0.66057,104
Midtown Business District,Public Housing,2005,Percent,0.03777,105
Midtown Business District,Rent Regulated,2005,Percent,0.66057,105
Murray Hill/Stuyvesant,Public Housing,2005,Percent,0.0129,106
Murray Hill/Stuyvesant,Rent Regulated,2005,Percent,0.64452,106
Upper West Side,Public Housing,2005,Percent,0.07912,107
Upper West Side,Rent Regulated,2005,Percent,0.70037,107
Upper East Side,Public Housing,2005,Percent,0.02946,108
Upper East Side,Rent Regulated,2005,Percent,0.61672,108
Manhattanville,Public Housing,2005,Percent,0.09725,109
Manhattanville,Rent Regulated,2005,Percent,0.76895,109
Central Harlem,Public Housing,2005,Percent,0.09873,110
Central Harlem,Rent Regulated,2005,Percent,0.74414,110
East Harlem,Public Housing,2005,Percent,0.3839,111
East Harlem,Rent Regulated,2005,Percent,0.50487,111
Washington Heights,Public Housing,2005,Percent,0.02634,112
Washington Heights,Rent Regulated,2005,Percent,0.94405,112
Mott Haven,Public Housing,2005,Percent,0.26967,201
Mott Haven,Rent Regulated,2005,Percent,0.66911,201
Hunts Point,Public Housing,2005,Percent,0.26967,202
Hunts Point,Rent Regulated,2005,Percent,0.66911,202
Morrisania,Public Housing,2005,Percent,0.1846,203
Morrisania,Rent Regulated,2005,Percent,0.68587,203
Concourse/Highbridge,Public Housing,2005,Percent,0.02694,204
Concourse/Highbridge,Rent Regulated,2005,Percent,0.89232,204
University Heights,Public Housing,2005,Percent,0.02822,205
University Heights,Rent Regulated,2005,Percent,0.92598,205
East Tremont,Public Housing,2005,Percent,0.1846,206
East Tremont,Rent Regulated,2005,Percent,0.68587,206
Bedford Park,Public Housing,2005,Percent,0.01906,207
Bedford Park,Rent Regulated,2005,Percent,0.91404,207
Riverdale,Public Housing,2005,Percent,0.01766,208
Riverdale,Rent Regulated,2005,Percent,0.82753,208
Unionport/Soundview,Public Housing,2005,Percent,0.15805,209
Unionport/Soundview,Rent Regulated,2005,Percent,0.57255,209
Throgs Neck,Public Housing,2005,Percent,0.07496,210
Throgs Neck,Rent Regulated,2005,Percent,0.51613,210
Pelham Parkway,Public Housing,2005,Percent,0.13043,211
Pelham Parkway,Rent Regulated,2005,Percent,0.58163,211
Williamsbridge,Public Housing,2005,Percent,0.07711,212
Williamsbridge,Rent Regulated,2005,Percent,0.43618,212
Williamsburg/Greenpoint,Public Housing,2005,Percent,0.10509,301
Williamsburg/Greenpoint,Rent Regulated,2005,Percent,0.6404,301
Fort Greene/Brooklyn Hts,Public Housing,2005,Percent,0.16142,302
Fort Greene/Brooklyn Hts,Rent Regulated,2005,Percent,0.48243,302
Bedford Stuyvesant,Public Housing,2005,Percent,0.22736,303
Bedford Stuyvesant,Rent Regulated,2005,Percent,0.29798,303
Bushwick,Public Housing,2005,Percent,0.13719,304
Bushwick,Rent Regulated,2005,Percent,0.39865,304
East New York,Public Housing,2005,Percent,0.22075,305
East New York,Rent Regulated,2005,Percent,0.34373,305
Park Slope,Public Housing,2005,Percent,0.11052,306
Park Slope,Rent Regulated,2005,Percent,0.32628,306
Sunset Park,Public Housing,2005,Percent,0,307
Sunset Park,Rent Regulated,2005,Percent,0.42856,307
Crown Heights North,Public Housing,2005,Percent,0.09329,308
Crown Heights North,Rent Regulated,2005,Percent,0.63133,308
Crown Heights South,Public Housing,2005,Percent,0,309
Crown Heights South,Rent Regulated,2005,Percent,0.87033,309
Bay Ridge,Public Housing,2005,Percent,0,310
Bay Ridge,Rent Regulated,2005,Percent,0.55531,310
Bensonhurst,Public Housing,2005,Percent,0,311
Bensonhurst,Rent Regulated,2005,Percent,0.45431,311
Borough Park,Public Housing,2005,Percent,0,312
Borough Park,Rent Regulated,2005,Percent,0.53825,312
Coney Island,Public Housing,2005,Percent,0.21496,313
Coney Island,Rent Regulated,2005,Percent,0.54241,313
Flatbush/Midwood,Public Housing,2005,Percent,0,314
Flatbush/Midwood,Rent Regulated,2005,Percent,0.81389,314
Sheepshead Bay,Public Housing,2005,Percent,0.07802,315
Sheepshead Bay,Rent Regulated,2005,Percent,0.58119,315
Brownsville,Public Housing,2005,Percent,0.27545,316
Brownsville,Rent Regulated,2005,Percent,0.43504,316
East Flatbush,Public Housing,2005,Percent,0,317
East Flatbush,Rent Regulated,2005,Percent,0.51893,317
Canarsie,Public Housing,2005,Percent,0.17906,318
Canarsie,Rent Regulated,2005,Percent,0.12235,318
Astoria,Public Housing,2005,Percent,0.11436,401
Astoria,Rent Regulated,2005,Percent,0.55906,401
Sunnyside/Woodside,Public Housing,2005,Percent,0,402
Sunnyside/Woodside,Rent Regulated,2005,Percent,0.70977,402
Jackson Heights,Public Housing,2005,Percent,0,403
Jackson Heights,Rent Regulated,2005,Percent,0.44733,403
Elmhurst/Corona,Public Housing,2005,Percent,0,404
Elmhurst/Corona,Rent Regulated,2005,Percent,0.57462,404
Ridgewood/Glendale,Public Housing,2005,Percent,0,405
Ridgewood/Glendale,Rent Regulated,2005,Percent,0.2801,405
Rego Park/Forest Hills,Public Housing,2005,Percent,0,406
Rego Park/Forest Hills,Rent Regulated,2005,Percent,0.81156,406
Flushing,Public Housing,2005,Percent,0,407
Flushing,Rent Regulated,2005,Percent,0.53055,407
Fresh Meadows/Briarwood,Public Housing,2005,Percent,0.094,408
Fresh Meadows/Briarwood,Rent Regulated,2005,Percent,0.69225,408
Woodhaven,Public Housing,2005,Percent,0,409
Woodhaven,Rent Regulated,2005,Percent,0.34175,409
Howard Beach,Public Housing,2005,Percent,0,410
Howard Beach,Rent Regulated,2005,Percent,0.15206,410
Bayside,Public Housing,2005,Percent,0,411
Bayside,Rent Regulated,2005,Percent,0.13515,411
Jamaica/St. Albans,Public Housing,2005,Percent,0.10358,412
Jamaica/St. Albans,Rent Regulated,2005,Percent,0.39409,412
Queens Village,Public Housing,2005,Percent,0.02942,413
Queens Village,Rent Regulated,2005,Percent,0.23433,413
The Rockaways,Public Housing,2005,Percent,0.18452,414
The Rockaways,Rent Regulated,2005,Percent,0.58682,414
St. George,Public Housing,2005,Percent,0.0773,501
St. George,Rent Regulated,2005,Percent,0.35512,501
South Beach,Public Housing,2005,Percent,0.04219,502
South Beach,Rent Regulated,2005,Percent,0.06315,502
Tottenville,Public Housing,2005,Percent,0,503
Tottenville,Rent Regulated,2005,Percent,0.18236,503
Bronx,Public Housing,2005,Percent,0.1033,36005
Bronx,Rent Regulated,2005,Percent,0.71749,36005
Brooklyn,Public Housing,2005,Percent,0.09606,36047
Brooklyn,Rent Regulated,2005,Percent,0.51174,36047
Manhattan,Public Housing,2005,Percent,0.09107,36061
Manhattan,Rent Regulated,2005,Percent,0.67786,36061
Queens,Public Housing,2005,Percent,0.04039,36081
Queens,Rent Regulated,2005,Percent,0.50226,36081
Staten Island,Public Housing,2005,Percent,0.04568,36085
Staten Island,Rent Regulated,2005,Percent,0.22766,36085
New York City,Public Housing,2005,Percent,0.08304,3651000
New York City,Rent Regulated,2005,Percent,0.5855,3651000
Battery Park/Tribeca,Public Housing,2008,Percent,0,101
Battery Park/Tribeca,Rent Regulated,2008,Percent,0.53683,101
Greenwich Village,Public Housing,2008,Percent,0,102
Greenwich Village,Rent Regulated,2008,Percent,0.53683,102
Lower East Side,Public Housing,2008,Percent,0.28384,103
Lower East Side,Rent Regulated,2008,Percent,0.47911,103
Chelsea/Clinton,Public Housing,2008,Percent,0.03857,104
Chelsea/Clinton,Rent Regulated,2008,Percent,0.57144,104
Midtown Business District,Public Housing,2008,Percent,0.03857,105
Midtown Business District,Rent Regulated,2008,Percent,0.57144,105
Murray Hill/Stuyvesant,Public Housing,2008,Percent,0.01267,106
Murray Hill/Stuyvesant,Rent Regulated,2008,Percent,0.49505,106
Upper West Side,Public Housing,2008,Percent,0.08194,107
Upper West Side,Rent Regulated,2008,Percent,0.58366,107
Upper East Side,Public Housing,2008,Percent,0.02923,108
Upper East Side,Rent Regulated,2008,Percent,0.5376,108
Manhattanville,Public Housing,2008,Percent,0.10067,109
Manhattanville,Rent Regulated,2008,Percent,0.7347,109
Central Harlem,Public Housing,2008,Percent,0.1999,110
Central Harlem,Rent Regulated,2008,Percent,0.62004,110
East Harlem,Public Housing,2008,Percent,0.38284,111
East Harlem,Rent Regulated,2008,Percent,0.49279,111
Washington Heights,Public Housing,2008,Percent,0.02593,112
Washington Heights,Rent Regulated,2008,Percent,0.92412,112
Mott Haven,Public Housing,2008,Percent,0.26944,201
Mott Haven,Rent Regulated,2008,Percent,0.62513,201
Hunts Point,Public Housing,2008,Percent,0.26944,202
Hunts Point,Rent Regulated,2008,Percent,0.62513,202
Morrisania,Public Housing,2008,Percent,0.18234,203
Morrisania,Rent Regulated,2008,Percent,0.63613,203
Concourse/Highbridge,Public Housing,2008,Percent,0.05087,204
Concourse/Highbridge,Rent Regulated,2008,Percent,0.84385,204
University Heights,Public Housing,2008,Percent,0.03492,205
University Heights,Rent Regulated,2008,Percent,0.93134,205
East Tremont,Public Housing,2008,Percent,0.18234,206
East Tremont,Rent Regulated,2008,Percent,0.63613,206
Bedford Park,Public Housing,2008,Percent,0.01855,207
Bedford Park,Rent Regulated,2008,Percent,0.89135,207
Riverdale,Public Housing,2008,Percent,0.10241,208
Riverdale,Rent Regulated,2008,Percent,0.70453,208
Unionport/Soundview,Public Housing,2008,Percent,0.15078,209
Unionport/Soundview,Rent Regulated,2008,Percent,0.52074,209
Throgs Neck,Public Housing,2008,Percent,0.10726,210
Throgs Neck,Rent Regulated,2008,Percent,0.44825,210
Pelham Parkway,Public Housing,2008,Percent,0.13206,211
Pelham Parkway,Rent Regulated,2008,Percent,0.5247,211
Williamsbridge,Public Housing,2008,Percent,0.0913,212
Williamsbridge,Rent Regulated,2008,Percent,0.41238,212
Williamsburg/Greenpoint,Public Housing,2008,Percent,0.10688,301
Williamsburg/Greenpoint,Rent Regulated,2008,Percent,0.58187,301
Fort Greene/Brooklyn Hts,Public Housing,2008,Percent,0.14351,302
Fort Greene/Brooklyn Hts,Rent Regulated,2008,Percent,0.40826,302
Bedford Stuyvesant,Public Housing,2008,Percent,0.20762,303
Bedford Stuyvesant,Rent Regulated,2008,Percent,0.25942,303
Bushwick,Public Housing,2008,Percent,0.13926,304
Bushwick,Rent Regulated,2008,Percent,0.38278,304
East New York,Public Housing,2008,Percent,0.20632,305
East New York,Rent Regulated,2008,Percent,0.37281,305
Park Slope,Public Housing,2008,Percent,0.09406,306
Park Slope,Rent Regulated,2008,Percent,0.37145,306
Sunset Park,Public Housing,2008,Percent,0,307
Sunset Park,Rent Regulated,2008,Percent,0.35271,307
Crown Heights North,Public Housing,2008,Percent,0.13422,308
Crown Heights North,Rent Regulated,2008,Percent,0.57726,308
Crown Heights South,Public Housing,2008,Percent,0,309
Crown Heights South,Rent Regulated,2008,Percent,0.78947,309
Bay Ridge,Public Housing,2008,Percent,0,310
Bay Ridge,Rent Regulated,2008,Percent,0.51672,310
Bensonhurst,Public Housing,2008,Percent,0,311
Bensonhurst,Rent Regulated,2008,Percent,0.4649,311
Borough Park,Public Housing,2008,Percent,0,312
Borough Park,Rent Regulated,2008,Percent,0.51687,312
Coney Island,Public Housing,2008,Percent,0.19734,313
Coney Island,Rent Regulated,2008,Percent,0.55579,313
Flatbush/Midwood,Public Housing,2008,Percent,0,314
Flatbush/Midwood,Rent Regulated,2008,Percent,0.86399,314
Sheepshead Bay,Public Housing,2008,Percent,0.08262,315
Sheepshead Bay,Rent Regulated,2008,Percent,0.54512,315
Brownsville,Public Housing,2008,Percent,0.25888,316
Brownsville,Rent Regulated,2008,Percent,0.38715,316
East Flatbush,Public Housing,2008,Percent,0,317
East Flatbush,Rent Regulated,2008,Percent,0.52521,317
Canarsie,Public Housing,2008,Percent,0.19707,318
Canarsie,Rent Regulated,2008,Percent,0.11327,318
Astoria,Public Housing,2008,Percent,0.12597,401
Astoria,Rent Regulated,2008,Percent,0.53931,401
Sunnyside/Woodside,Public Housing,2008,Percent,0,402
Sunnyside/Woodside,Rent Regulated,2008,Percent,0.68809,402
Jackson Heights,Public Housing,2008,Percent,0,403
Jackson Heights,Rent Regulated,2008,Percent,0.56341,403
Elmhurst/Corona,Public Housing,2008,Percent,0,404
Elmhurst/Corona,Rent Regulated,2008,Percent,0.60489,404
Ridgewood/Glendale,Public Housing,2008,Percent,0,405
Ridgewood/Glendale,Rent Regulated,2008,Percent,0.3605,405
Rego Park/Forest Hills,Public Housing,2008,Percent,0,406
Rego Park/Forest Hills,Rent Regulated,2008,Percent,0.73009,406
Flushing,Public Housing,2008,Percent,0,407
Flushing,Rent Regulated,2008,Percent,0.5285,407
Fresh Meadows/Briarwood,Public Housing,2008,Percent,0.08266,408
Fresh Meadows/Briarwood,Rent Regulated,2008,Percent,0.61227,408
Woodhaven,Public Housing,2008,Percent,0,409
Woodhaven,Rent Regulated,2008,Percent,0.29775,409
Howard Beach,Public Housing,2008,Percent,0,410
Howard Beach,Rent Regulated,2008,Percent,0.15625,410
Bayside,Public Housing,2008,Percent,0,411
Bayside,Rent Regulated,2008,Percent,0.09802,411
Jamaica/St. Albans,Public Housing,2008,Percent,0.07151,412
Jamaica/St. Albans,Rent Regulated,2008,Percent,0.46325,412
Queens Village,Public Housing,2008,Percent,0,413
Queens Village,Rent Regulated,2008,Percent,0.25836,413
The Rockaways,Public Housing,2008,Percent,0.194,414
The Rockaways,Rent Regulated,2008,Percent,0.5147,414
St. George,Public Housing,2008,Percent,0.08084,501
St. George,Rent Regulated,2008,Percent,0.26499,501
South Beach,Public Housing,2008,Percent,0.05065,502
South Beach,Rent Regulated,2008,Percent,0.05423,502
Tottenville,Public Housing,2008,Percent,0,503
Tottenville,Rent Regulated,2008,Percent,0.21367,503
Bronx,Public Housing,2008,Percent,0.11653,36005
Bronx,Rent Regulated,2008,Percent,0.67325,36005
Brooklyn,Public Housing,2008,Percent,0.09428,36047
Brooklyn,Rent Regulated,2008,Percent,0.49076,36047
Manhattan,Public Housing,2008,Percent,0.10347,36061
Manhattan,Rent Regulated,2008,Percent,0.59537,36061
Queens,Public Housing,2008,Percent,0.03947,36081
Queens,Rent Regulated,2008,Percent,0.50613,36081
Staten Island,Public Housing,2008,Percent,0.05153,36085
Staten Island,Rent Regulated,2008,Percent,0.19411,36085
New York City,Public Housing,2008,Percent,0.08842,3651000
New York City,Rent Regulated,2008,Percent,0.54819,3651000
Battery Park/Tribeca,Public Housing,2011,Percent,0,101
Battery Park/Tribeca,Rent Regulated,2011,Percent,0.42362,101
Greenwich Village,Public Housing,2011,Percent,0,102
Greenwich Village,Rent Regulated,2011,Percent,0.42362,102
Lower East Side,Public Housing,2011,Percent,0.21442,103
Lower East Side,Rent Regulated,2011,Percent,0.54148,103
Chelsea/Clinton,Public Housing,2011,Percent,0.03596,104
Chelsea/Clinton,Rent Regulated,2011,Percent,0.50531,104
Midtown Business District,Public Housing,2011,Percent,0.03596,105
Midtown Business District,Rent Regulated,2011,Percent,0.50531,105
Murray Hill/Stuyvesant,Public Housing,2011,Percent,0.01391,106
Murray Hill/Stuyvesant,Rent Regulated,2011,Percent,0.42937,106
Upper West Side,Public Housing,2011,Percent,0.08112,107
Upper West Side,Rent Regulated,2011,Percent,0.45576,107
Upper East Side,Public Housing,2011,Percent,0.02029,108
Upper East Side,Rent Regulated,2011,Percent,0.5073,108
Manhattanville,Public Housing,2011,Percent,0.11332,109
Manhattanville,Rent Regulated,2011,Percent,0.66727,109
Central Harlem,Public Housing,2011,Percent,0.20284,110
Central Harlem,Rent Regulated,2011,Percent,0.64393,110
East Harlem,Public Housing,2011,Percent,0.35948,111
East Harlem,Rent Regulated,2011,Percent,0.49694,111
Washington Heights,Public Housing,2011,Percent,0.03216,112
Washington Heights,Rent Regulated,2011,Percent,0.89115,112
Mott Haven,Public Housing,2011,Percent,0.37598,201
Mott Haven,Rent Regulated,2011,Percent,0.48992,201
Hunts Point,Public Housing,2011,Percent,0.37598,202
Hunts Point,Rent Regulated,2011,Percent,0.48992,202
Morrisania,Public Housing,2011,Percent,0.23317,203
Morrisania,Rent Regulated,2011,Percent,0.6321,203
Concourse/Highbridge,Public Housing,2011,Percent,0.01744,204
Concourse/Highbridge,Rent Regulated,2011,Percent,0.91797,204
University Heights,Public Housing,2011,Percent,0.01935,205
University Heights,Rent Regulated,2011,Percent,0.87387,205
East Tremont,Public Housing,2011,Percent,0.23317,206
East Tremont,Rent Regulated,2011,Percent,0.6321,206
Bedford Park,Public Housing,2011,Percent,0,207
Bedford Park,Rent Regulated,2011,Percent,0.93891,207
Riverdale,Public Housing,2011,Percent,0.02651,208
Riverdale,Rent Regulated,2011,Percent,0.78728,208
Unionport/Soundview,Public Housing,2011,Percent,0.20303,209
Unionport/Soundview,Rent Regulated,2011,Percent,0.47976,209
Throgs Neck,Public Housing,2011,Percent,0.10119,210
Throgs Neck,Rent Regulated,2011,Percent,0.46763,210
Pelham Parkway,Public Housing,2011,Percent,0.10421,211
Pelham Parkway,Rent Regulated,2011,Percent,0.49856,211
Williamsbridge,Public Housing,2011,Percent,0.11507,212
Williamsbridge,Rent Regulated,2011,Percent,0.4627,212
Williamsburg/Greenpoint,Public Housing,2011,Percent,0.09548,301
Williamsburg/Greenpoint,Rent Regulated,2011,Percent,0.54939,301
Fort Greene/Brooklyn Hts,Public Housing,2011,Percent,0.19522,302
Fort Greene/Brooklyn Hts,Rent Regulated,2011,Percent,0.38679,302
Bedford Stuyvesant,Public Housing,2011,Percent,0.17588,303
Bedford Stuyvesant,Rent Regulated,2011,Percent,0.41532,303
Bushwick,Public Housing,2011,Percent,0.1347,304
Bushwick,Rent Regulated,2011,Percent,0.39502,304
East New York,Public Housing,2011,Percent,0.16478,305
East New York,Rent Regulated,2011,Percent,0.38023,305
Park Slope,Public Housing,2011,Percent,0.11256,306
Park Slope,Rent Regulated,2011,Percent,0.36554,306
Sunset Park,Public Housing,2011,Percent,0,307
Sunset Park,Rent Regulated,2011,Percent,0.4768,307
Crown Heights North,Public Housing,2011,Percent,0.09615,308
Crown Heights North,Rent Regulated,2011,Percent,0.57158,308
Crown Heights South,Public Housing,2011,Percent,0,309
Crown Heights South,Rent Regulated,2011,Percent,0.81149,309
Bay Ridge,Public Housing,2011,Percent,0,310
Bay Ridge,Rent Regulated,2011,Percent,0.55551,310
Bensonhurst,Public Housing,2011,Percent,0,311
Bensonhurst,Rent Regulated,2011,Percent,0.48055,311
Borough Park,Public Housing,2011,Percent,0,312
Borough Park,Rent Regulated,2011,Percent,0.4734,312
Coney Island,Public Housing,2011,Percent,0.15472,313
Coney Island,Rent Regulated,2011,Percent,0.60312,313
Flatbush/Midwood,Public Housing,2011,Percent,0,314
Flatbush/Midwood,Rent Regulated,2011,Percent,0.76184,314
Sheepshead Bay,Public Housing,2011,Percent,0.04815,315
Sheepshead Bay,Rent Regulated,2011,Percent,0.53194,315
Brownsville,Public Housing,2011,Percent,0.26608,316
Brownsville,Rent Regulated,2011,Percent,0.41684,316
East Flatbush,Public Housing,2011,Percent,0.02388,317
East Flatbush,Rent Regulated,2011,Percent,0.56542,317
Canarsie,Public Housing,2011,Percent,0.17399,318
Canarsie,Rent Regulated,2011,Percent,0.12068,318
Astoria,Public Housing,2011,Percent,0.13822,401
Astoria,Rent Regulated,2011,Percent,0.52415,401
Sunnyside/Woodside,Public Housing,2011,Percent,0,402
Sunnyside/Woodside,Rent Regulated,2011,Percent,0.61035,402
Jackson Heights,Public Housing,2011,Percent,0,403
Jackson Heights,Rent Regulated,2011,Percent,0.51251,403
Elmhurst/Corona,Public Housing,2011,Percent,0,404
Elmhurst/Corona,Rent Regulated,2011,Percent,0.54358,404
Ridgewood/Glendale,Public Housing,2011,Percent,0,405
Ridgewood/Glendale,Rent Regulated,2011,Percent,0.38013,405
Rego Park/Forest Hills,Public Housing,2011,Percent,0.02883,406
Rego Park/Forest Hills,Rent Regulated,2011,Percent,0.71634,406
Flushing,Public Housing,2011,Percent,0,407
Flushing,Rent Regulated,2011,Percent,0.4471,407
Fresh Meadows/Briarwood,Public Housing,2011,Percent,0.08251,408
Fresh Meadows/Briarwood,Rent Regulated,2011,Percent,0.54471,408
Woodhaven,Public Housing,2011,Percent,0,409
Woodhaven,Rent Regulated,2011,Percent,0.35809,409
Howard Beach,Public Housing,2011,Percent,0,410
Howard Beach,Rent Regulated,2011,Percent,0.0392,410
Bayside,Public Housing,2011,Percent,0,411
Bayside,Rent Regulated,2011,Percent,0.2258,411
Jamaica/St. Albans,Public Housing,2011,Percent,0.05167,412
Jamaica/St. Albans,Rent Regulated,2011,Percent,0.35549,412
Queens Village,Public Housing,2011,Percent,0,413
Queens Village,Rent Regulated,2011,Percent,0.10963,413
The Rockaways,Public Housing,2011,Percent,0.17848,414
The Rockaways,Rent Regulated,2011,Percent,0.46661,414
St. George,Public Housing,2011,Percent,0.12857,501
St. George,Rent Regulated,2011,Percent,0.28776,501
South Beach,Public Housing,2011,Percent,0.11139,502
South Beach,Rent Regulated,2011,Percent,0.10342,502
Tottenville,Public Housing,2011,Percent,0,503
Tottenville,Rent Regulated,2011,Percent,0.11082,503
Bronx,Public Housing,2011,Percent,0.12812,36005
Bronx,Rent Regulated,2011,Percent,0.66739,36005
Brooklyn,Public Housing,2011,Percent,0.09226,36047
Brooklyn,Rent Regulated,2011,Percent,0.49445,36047
Manhattan,Public Housing,2011,Percent,0.09274,36061
Manhattan,Rent Regulated,2011,Percent,0.54969,36061
Queens,Public Housing,2011,Percent,0.03989,36081
Queens,Rent Regulated,2011,Percent,0.4591,36081
Staten Island,Public Housing,2011,Percent,0.09011,36085
Staten Island,Rent Regulated,2011,Percent,0.18968,36085
New York City,Public Housing,2011,Percent,0.08797,3651000
New York City,Rent Regulated,2011,Percent,0.52529,3651000
Battery Park/Tribeca,Public Housing,2014,Percent,0,101
Battery Park/Tribeca,Rent Regulated,2014,Percent,0.44812,101
Greenwich Village,Public Housing,2014,Percent,0,102
Greenwich Village,Rent Regulated,2014,Percent,0.44812,102
Lower East Side,Public Housing,2014,Percent,0.23261,103
Lower East Side,Rent Regulated,2014,Percent,0.52115,103
Chelsea/Clinton,Public Housing,2014,Percent,0.03552,104
Chelsea/Clinton,Rent Regulated,2014,Percent,0.51451,104
Midtown Business District,Public Housing,2014,Percent,0.03552,105
Midtown Business District,Rent Regulated,2014,Percent,0.51451,105
Murray Hill/Stuyvesant,Public Housing,2014,Percent,0.00793,106
Murray Hill/Stuyvesant,Rent Regulated,2014,Percent,0.46268,106
Upper West Side,Public Housing,2014,Percent,0.08296,107
Upper West Side,Rent Regulated,2014,Percent,0.51091,107
Upper East Side,Public Housing,2014,Percent,0.01799,108
Upper East Side,Rent Regulated,2014,Percent,0.55596,108
Manhattanville,Public Housing,2014,Percent,0.12132,109
Manhattanville,Rent Regulated,2014,Percent,0.69289,109
Central Harlem,Public Housing,2014,Percent,0.19313,110
Central Harlem,Rent Regulated,2014,Percent,0.64514,110
East Harlem,Public Housing,2014,Percent,0.34496,111
East Harlem,Rent Regulated,2014,Percent,0.49056,111
Washington Heights,Public Housing,2014,Percent,0.03474,112
Washington Heights,Rent Regulated,2014,Percent,0.89967,112
Mott Haven,Public Housing,2014,Percent,0.38127,201
Mott Haven,Rent Regulated,2014,Percent,0.48621,201
Hunts Point,Public Housing,2014,Percent,0.38127,202
Hunts Point,Rent Regulated,2014,Percent,0.48621,202
Morrisania,Public Housing,2014,Percent,0.23456,203
Morrisania,Rent Regulated,2014,Percent,0.59483,203
Concourse/Highbridge,Public Housing,2014,Percent,0.02035,204
Concourse/Highbridge,Rent Regulated,2014,Percent,0.91748,204
University Heights,Public Housing,2014,Percent,0.01508,205
University Heights,Rent Regulated,2014,Percent,0.87406,205
East Tremont,Public Housing,2014,Percent,0.23456,206
East Tremont,Rent Regulated,2014,Percent,0.59483,206
Bedford Park,Public Housing,2014,Percent,0,207
Bedford Park,Rent Regulated,2014,Percent,0.92788,207
Riverdale,Public Housing,2014,Percent,0.07192,208
Riverdale,Rent Regulated,2014,Percent,0.77346,208
Unionport/Soundview,Public Housing,2014,Percent,0.21932,209
Unionport/Soundview,Rent Regulated,2014,Percent,0.49511,209
Throgs Neck,Public Housing,2014,Percent,0.12853,210
Throgs Neck,Rent Regulated,2014,Percent,0.36405,210
Pelham Parkway,Public Housing,2014,Percent,0.09773,211
Pelham Parkway,Rent Regulated,2014,Percent,0.55384,211
Williamsbridge,Public Housing,2014,Percent,0.09925,212
Williamsbridge,Rent Regulated,2014,Percent,0.39718,212
Williamsburg/Greenpoint,Public Housing,2014,Percent,0.09479,301
Williamsburg/Greenpoint,Rent Regulated,2014,Percent,0.52117,301
Fort Greene/Brooklyn Hts,Public Housing,2014,Percent,0.23102,302
Fort Greene/Brooklyn Hts,Rent Regulated,2014,Percent,0.39593,302
Bedford Stuyvesant,Public Housing,2014,Percent,0.1768,303
Bedford Stuyvesant,Rent Regulated,2014,Percent,0.50097,303
Bushwick,Public Housing,2014,Percent,0.14141,304
Bushwick,Rent Regulated,2014,Percent,0.43943,304
East New York,Public Housing,2014,Percent,0.1159,305
East New York,Rent Regulated,2014,Percent,0.36762,305
Park Slope,Public Housing,2014,Percent,0.11089,306
Park Slope,Rent Regulated,2014,Percent,0.36582,306
Sunset Park,Public Housing,2014,Percent,0,307
Sunset Park,Rent Regulated,2014,Percent,0.49172,307
Crown Heights North,Public Housing,2014,Percent,0.0912,308
Crown Heights North,Rent Regulated,2014,Percent,0.55432,308
Crown Heights South,Public Housing,2014,Percent,0,309
Crown Heights South,Rent Regulated,2014,Percent,0.79988,309
Bay Ridge,Public Housing,2014,Percent,0,310
Bay Ridge,Rent Regulated,2014,Percent,0.5764,310
Bensonhurst,Public Housing,2014,Percent,0,311
Bensonhurst,Rent Regulated,2014,Percent,0.43813,311
Borough Park,Public Housing,2014,Percent,0,312
Borough Park,Rent Regulated,2014,Percent,0.51122,312
Coney Island,Public Housing,2014,Percent,0.18214,313
Coney Island,Rent Regulated,2014,Percent,0.47632,313
Flatbush/Midwood,Public Housing,2014,Percent,0,314
Flatbush/Midwood,Rent Regulated,2014,Percent,0.74467,314
Sheepshead Bay,Public Housing,2014,Percent,0.0446,315
Sheepshead Bay,Rent Regulated,2014,Percent,0.52626,315
Brownsville,Public Housing,2014,Percent,0.27173,316
Brownsville,Rent Regulated,2014,Percent,0.47338,316
East Flatbush,Public Housing,2014,Percent,0.02156,317
East Flatbush,Rent Regulated,2014,Percent,0.54276,317
Canarsie,Public Housing,2014,Percent,0.19087,318
Canarsie,Rent Regulated,2014,Percent,0.1353,318
Astoria,Public Housing,2014,Percent,0.1223,401
Astoria,Rent Regulated,2014,Percent,0.52448,401
Sunnyside/Woodside,Public Housing,2014,Percent,0,402
Sunnyside/Woodside,Rent Regulated,2014,Percent,0.60694,402
Jackson Heights,Public Housing,2014,Percent,0,403
Jackson Heights,Rent Regulated,2014,Percent,0.53499,403
Elmhurst/Corona,Public Housing,2014,Percent,0,404
Elmhurst/Corona,Rent Regulated,2014,Percent,0.51773,404
Ridgewood/Glendale,Public Housing,2014,Percent,0,405
Ridgewood/Glendale,Rent Regulated,2014,Percent,0.40264,405
